time,pr,pr_lag1,pr_lag2,pr_std,price_lag1,price_lag2,tasmax,tasmax_lag1,tasmax_lag2,tasmax_mean,price
2015-01-03,7.945032372246395,8.468941123677705,7.5139451344742225,0.4782492247408064,199.979755367501,194.82307427130783,26.19400193954556,31.343798774302837,24.57292347189416,27.37024139524752,223.42044646194276
2015-01-04,8.36132240788997,7.945032372246395,8.468941123677705,0.4354366918256248,223.42044646194276,199.979755367501,29.505632607002173,26.19400193954556,31.343798774302837,27.904089198186185,188.34415699232343
2015-01-05,9.887898530868862,8.36132240788997,7.945032372246395,0.895251913494255,188.34415699232343,223.42044646194276,25.22415871488091,29.505632607002173,26.19400193954556,27.36810310152513,184.9216940243694
2015-01-06,7.960600841305684,9.887898530868862,8.36132240788997,0.8238674543634604,184.9216940243694,188.34415699232343,25.65255540998421,25.22415871488091,29.505632607002173,27.082178486268308,212.1341365848584
2015-01-07,6.862618559262098,7.960600841305684,9.887898530868862,0.9404006598763408,212.1341365848584,184.9216940243694,28.296558429708103,25.65255540998421,25.22415871488091,27.255661335331133,198.36865425943068
2015-01-08,6.831839168911045,6.862618559262098,7.960600841305684,1.0458617852847847,198.36865425943068,212.1341365848584,28.679020394531392,28.296558429708103,25.65255540998421,27.842246609993595,202.82802696754143
2015-01-09,8.568886180157191,6.831839168911045,6.862618559262098,1.0532625505996578,202.82802696754143,198.36865425943068,26.03358009202868,28.679020394531392,28.296558429708103,27.08364394109729,199.05237482435209
2015-01-10,7.407406264868349,8.568886180157191,6.831839168911045,1.0822249110943238,199.05237482435209,202.82802696754143,19.43957542245849,26.03358009202868,28.679020394531392,26.11872586722771,205.1174396255389
2015-01-11,9.018558463893324,7.407406264868349,8.568886180157191,1.1470897926523649,205.1174396255389,199.05237482435209,26.211783143995177,19.43957542245849,26.03358009202868,25.648175943940995,224.5500383300373
2015-01-12,9.317574329185316,9.018558463893324,7.407406264868349,1.0089515843741386,224.5500383300373,205.1174396255389,28.938461000970644,26.211783143995177,19.43957542245849,26.17879055623953,217.4326200783434
2015-01-13,8.077256175614378,9.317574329185316,9.018558463893324,1.0092452395819382,217.4326200783434,224.5500383300373,27.12154532414098,28.938461000970644,26.211783143995177,26.38864625826192,218.87746011230075
2015-01-14,6.824601181304194,8.077256175614378,9.317574329185316,1.0165373428935223,218.87746011230075,217.4326200783434,28.58781896851501,27.12154532414098,28.938461000970644,26.430254906662906,196.9338050922818
2015-01-15,7.643822153331891,6.824601181304194,8.077256175614378,0.8997651425709642,196.9338050922818,218.87746011230075,28.19820600625875,28.58781896851501,27.12154532414098,26.361567136909674,200.4221009347688
2015-01-16,9.952285146769752,7.643822153331891,6.824601181304194,1.1352443895500681,200.4221009347688,196.9338050922818,23.24850851956257,28.19820600625875,28.58781896851501,25.963699769414518,184.37687816095507
2015-01-17,7.940864514966162,9.952285146769752,7.643822153331891,1.0803326791358423,184.37687816095507,200.4221009347688,30.368033013895364,23.24850851956257,28.19820600625875,27.52490799676264,205.50409966587773
2015-01-18,7.638751399868769,7.940864514966162,9.952285146769752,1.0737586016765872,205.50409966587773,184.37687816095507,26.14457933698528,30.368033013895364,23.24850851956257,27.515307452904086,223.99115350788705
2015-01-19,9.147738557294122,7.638751399868769,7.940864514966162,1.0458350328208421,223.99115350788705,205.50409966587773,26.54451633471407,26.14457933698528,30.368033013895364,27.173315357724572,220.4155263902981
2015-01-20,6.975792573191583,9.147738557294122,7.638751399868769,1.1414868290621245,220.4155263902981,223.99115350788705,29.98555650029621,26.54451633471407,26.14457933698528,27.58245981146104,213.84835045509695
2015-01-21,7.88218002119367,6.975792573191583,9.147738557294122,1.0208709957505384,213.84835045509695,220.4155263902981,26.180380244582523,29.98555650029621,26.54451633471407,27.238539993756397,216.65314214252516
2015-01-22,7.005222195739375,7.88218002119367,6.975792573191583,1.1009910935073546,216.65314214252516,213.84835045509695,29.322027605878397,26.180380244582523,29.98555650029621,27.399085936559203,210.7949506830645
2015-01-23,8.353737628074825,7.005222195739375,7.88218002119367,0.7604470556612279,210.7949506830645,216.65314214252516,26.129858691859283,29.322027605878397,26.180380244582523,27.810707389744444,220.5338159685515
2015-01-24,7.893585395305784,8.353737628074825,7.005222195739375,0.7597066504181373,220.5338159685515,210.7949506830645,28.29405632552678,26.129858691859283,29.322027605878397,27.514425005691795,226.9419531069865
2015-01-25,7.433071478854372,7.893585395305784,8.353737628074825,0.7727624691538645,226.9419531069865,220.5338159685515,27.89442102375488,28.29405632552678,26.129858691859283,27.76440238951602,203.91553158619396
2015-01-26,7.604516593885722,7.433071478854372,7.893585395305784,0.5008051393241245,203.91553158619396,226.9419531069865,27.786023126146237,27.89442102375488,28.29405632552678,27.941760502577758,223.8561570089893
2015-01-27,6.76633159783063,7.604516593885722,7.433071478854372,0.5478487418589619,223.8561570089893,203.91553158619396,26.878357612891158,27.786023126146237,27.89442102375488,27.497874947234177,230.96312833706824
2015-01-28,9.17845291842644,6.76633159783063,7.604516593885722,0.8235560844595723,230.96312833706824,223.8561570089893,29.346923509863903,26.878357612891158,27.786023126146237,27.950238270845805,218.2604641973868
2015-01-29,8.740220450765818,9.17845291842644,6.76633159783063,0.823888694090955,218.2604641973868,230.96312833706824,29.999486037941463,29.346923509863903,26.878357612891158,28.047018046854816,230.1845196663484
2015-01-30,7.387060601382912,8.740220450765818,9.17845291842644,0.8348169427708929,230.1845196663484,218.2604641973868,32.565196739725394,29.999486037941463,29.346923509863903,28.966352053692827,252.08323645051493
2015-01-31,7.367794551913167,7.387060601382912,8.740220450765818,0.8544630423406281,252.08323645051493,230.1845196663484,28.21629641275989,32.565196739725394,29.999486037941463,28.95524349472613,223.64534957812992
2015-02-01,5.853749930104084,7.367794551913167,7.387060601382912,1.1271108599047879,223.64534957812992,252.08323645051493,30.244818768658927,28.21629641275989,32.565196739725394,29.291014601140994,229.36661769265848
2015-02-02,8.561375495892467,5.853749930104084,7.367794551913167,1.1901139598295798,229.36661769265848,223.64534957812992,36.856087834403645,30.244818768658927,28.21629641275989,30.58673813089205,218.7902095316636
2015-02-03,8.527719446637507,8.561375495892467,5.853749930104084,1.1468109012916303,218.7902095316636,229.36661769265848,31.555517323805187,36.856087834403645,30.244818768658927,31.254903803879774,228.71277020293547
