date,tas_avg,pr_sum,price,tas_lag1,pr_lag1,price_lag1,tas_lag7,pr_lag7,price_lag7
2015-01-08,30.12646604084909,1.9981924915346576,100.44075254593363,18.813170570354792,5.613733753280163,100.36400907301837,23.24356166386308,6.788259002520212,100.04967141530112
2015-01-09,26.415610164404924,3.572620093199832,100.39380510734016,30.12646604084909,1.9981924915346576,100.44075254593363,31.310000289738827,0.8016845265665593,100.035844985184
2015-01-10,27.91301608914464,4.327188881651697,100.44806111169876,26.415610164404924,3.572620093199832,100.39380510734016,28.247915185359677,1.8541209598671216,100.10061383899408
2015-01-11,18.288182920141235,0.3268182218193244,100.40171934241752,27.91301608914464,4.327188881651697,100.44806111169876,26.381218778758512,9.288710996708131,100.25291682463488
2015-01-12,31.57873793026792,3.145411545409642,100.35514636706048,18.288182920141235,0.3268182218193244,100.40171934241752,20.18426096619411,6.573913474917483,100.22950148716254
2015-01-13,29.654196971205906,4.942140493427311,100.37934259421708,31.57873793026792,3.145411545409642,100.35514636706048,20.18392328470684,16.761238154729504,100.20608779146762
2015-01-14,20.972747549495868,0.7324297212517787,100.1880145697513,29.654196971205906,4.942140493427311,100.37934259421708,18.813170570354792,5.613733753280163,100.36400907301837
2015-01-15,20.545549540899408,6.068013223896447,100.0155227865,20.972747549495868,0.7324297212517787,100.1880145697513,30.12646604084909,1.9981924915346576,100.44075254593363
2015-01-16,20.567663137948077,3.5060958685877712,99.9592940335759,20.545549540899408,6.068013223896447,100.0155227865,26.415610164404924,3.572620093199832,100.39380510734016
2015-01-17,22.25939140143353,12.164742044442056,99.85801092154246,20.567663137948077,3.5060958685877712,99.9592940335759,27.91301608914464,4.327188881651697,100.44806111169876
2015-01-18,25.34659004285133,0.17339364208845,99.889435654802,22.25939140143353,12.164742044442056,99.85801092154246,18.288182920141235,0.3268182218193244,100.40171934241752
2015-01-19,24.047230260989625,1.233314411237752,99.79863324724988,25.34659004285133,0.17339364208845,99.889435654802,31.57873793026792,3.145411545409642,100.35514636706048
2015-01-20,22.077207962772587,3.680731980648975,99.65740287711634,24.047230260989625,1.233314411237752,99.79863324724988,29.654196971205906,4.942140493427311,100.37934259421708
2015-01-21,26.565940526113312,1.407090276418541,99.8039677540085,22.077207962772587,3.680731980648975,99.65740287711634,20.972747549495868,0.7324297212517787,100.1880145697513
2015-01-22,19.952914049128587,5.012990640755036,99.78139012395984,26.565940526113312,1.407090276418541,99.8039677540085,20.545549540899408,6.068013223896447,100.0155227865
2015-01-23,22.090025079493053,5.691921059639391,99.78814294442864,19.952914049128587,5.012990640755036,99.78139012395984,20.567663137948077,3.5060958685877712,99.9592940335759
2015-01-24,23.129065806111683,0.4326397841543763,99.64566812580728,22.090025079493053,5.691921059639391,99.78814294442864,22.25939140143353,12.164742044442056,99.85801092154246
2015-01-25,24.384979779038503,2.8849889741803034,99.59122985335478,23.129065806111683,0.4326397841543763,99.64566812580728,25.34659004285133,0.17339364208845,99.889435654802
2015-01-26,28.99246345950219,2.844353099959262,99.60232211232577,24.384979779038503,2.8849889741803034,99.59122985335478,24.047230260989625,1.233314411237752,99.79863324724988
2015-01-27,20.79543295021704,1.843577904749027,99.48722275458351,28.99246345950219,2.844353099959262,99.60232211232577,22.077207962772587,3.680731980648975,99.65740287711634
2015-01-28,25.19928213779056,10.807767335068702,99.52479255641808,20.79543295021704,1.843577904749027,99.48722275458351,26.565940526113312,1.407090276418541,99.8039677540085
2015-01-29,26.293803964068594,7.029578720512327,99.46472868742622,25.19928213779056,10.807767335068702,99.52479255641808,19.952914049128587,5.012990640755036,99.78139012395984
2015-01-30,18.650305778079968,4.778854966993519,99.43555931244688,26.293803964068594,7.029578720512327,99.46472868742622,22.090025079493053,5.691921059639391,99.78814294442864
2015-01-31,26.505627926620136,5.011624815302199,99.37538865122394,18.650305778079968,4.778854966993519,99.43555931244688,23.129065806111683,0.4326397841543763,99.64566812580728
2015-02-01,20.387337731622083,2.4774769769171034,99.56061646967484,26.505627926620136,5.011624815302199,99.37538865122394,24.384979779038503,2.8849889741803034,99.59122985335478
2015-02-02,18.910722301793918,10.152952302848153,99.55926674720104,20.387337731622083,2.4774769769171034,99.56061646967484,28.99246345950219,2.844353099959262,99.60232211232577
2015-02-03,31.284397521546666,4.744471653336836,99.45349565430546,18.910722301793918,10.152952302848153,99.55926674720104,20.79543295021704,1.843577904749027,99.48722275458351
2015-02-04,31.51884846304383,5.222266309421133,99.53575014551578,31.284397521546666,4.744471653336836,99.45349565430546,25.19928213779056,10.807767335068702,99.52479255641808
2015-02-05,29.317562873630457,7.913057083486287,99.41366578051868,31.51884846304383,5.222266309421133,99.53575014551578,26.293803964068594,7.029578720512327,99.46472868742622
2015-02-06,22.26459276842719,1.281215507715098,99.43455214001916,29.317562873630457,7.913057083486287,99.41366578051868,18.650305778079968,4.778854966993519,99.43555931244688
2015-02-07,19.367409596089374,6.581730140498396,99.23858512763115,22.26459276842719,1.281215507715098,99.43455214001916,26.505627926620136,5.011624815302199,99.37538865122394
2015-02-08,27.579262371170195,0.868847727596133,99.10576652274132,19.367409596089374,6.581730140498396,99.23858512763115,20.387337731622083,2.4774769769171034,99.56061646967484
2015-02-09,24.162134912354414,1.694568976664058,99.12545264632824,27.579262371170195,0.868847727596133,99.10576652274132,18.910722301793918,10.152952302848153,99.55926674720104
2015-02-10,19.708535287826905,1.6355465450809117,99.19929930432778,24.162134912354414,1.694568976664058,99.12545264632824,31.284397521546666,4.744471653336836,99.45349565430546
2015-02-11,24.93247674155778,15.363550489010462,99.2164361324468,19.708535287826905,1.6355465450809117,99.19929930432778,31.51884846304383,5.222266309421133,99.53575014551578
2015-02-12,18.481439295613058,7.76671870548977,99.20487130420796,24.93247674155778,15.363550489010462,99.2164361324468,29.317562873630457,7.913057083486287,99.41366578051868
