pr,pr_lag1,pr_lag2,pr_std,price_lag1,price_lag2,tasmax,tasmax_lag1,tasmax_lag2,tasmax_mean,price
1.0618101782710436,1.9260714596148742,1.5979909127171077,1.397987726295555,126.1705683735906,124.69787990719999,30.09054491313347,31.950220957870584,23.757018481887485,29.373111494104982,110.56864010262618
0.7340279606636548,0.7339917805043039,0.5871254182522991,1.7992642186624028,190.62545805210368,124.95461998495061,28.576189747156228,32.492455651824066,33.59130590721891,20.1823515721608,159.61139040954612
1.4016725176148133,1.5621088666940683,0.5308767414437037,1.9548647782429915,127.1949726128631,175.93982624179637,30.110298785881888,20.777536986795937,28.23287997616034,24.314490935655172,112.41437162645444
1.7486639612006325,0.8185086660174142,0.7727374508106509,0.7751067647801507,144.973984245054,177.67105569551813,24.601648992832118,25.29437755178535,29.319386735744153,25.01074948503154,135.04395448063562
0.9563633644393066,1.2871346474483567,1.1479175279631737,0.9368437102970628,106.53661575643852,148.75711936733842,30.990485758854206,26.067910783608045,21.02529800464938,31.756397637261607,98.57110369554407
1.4177793420835691,0.7092407909780627,0.9382169728028272,1.0495427649405376,103.36136001832827,106.26532034553546,24.28637486889059,26.49150319398894,30.281658248328522,24.986842357230678,95.16615525554832
1.1841049763255538,1.6777639420895203,0.7995106732375397,1.2713516576204174,190.6437453344411,113.92453711175952,20.848784842200736,25.608815705192203,34.166728740414555,29.626015959478373,170.1794042916246
1.3886218532930636,0.5696756190799965,1.4113172778521577,0.7557861855309373,153.2420682275217,141.10956026007065,30.072187230008105,29.4842323045646,22.98488208439155,26.2750079615342,131.52270772367064
0.5975773894779193,1.92332830588,1.948448049611839,1.7125960221746916,134.73433262588426,189.98333456872723,31.264096975449775,21.520593463297388,24.167791641345683,24.144786626987802,123.83737097141817
0.9569206537600561,0.6465081710095758,1.5263495397682354,1.1602287406094018,102.18233967754895,166.3789686175589,26.48028391391759,34.705531114132775,21.012538200257328,27.780514915708928,87.79269665962093
0.6830573522671682,1.2427653651669053,0.5515827816728276,1.8639806031181732,196.33944342135504,156.0168183461842,22.690470230183156,34.56014818114616,21.699552570911962,26.05401503542387,187.62598274612182
0.8881699724000254,1.4937834265309728,0.9675666141341164,1.2801020317667162,193.68224620330918,105.22578792860237,31.068274772519093,30.56831642041168,26.340929553408984,25.197862519290773,177.16655762475082
1.3200654190149195,0.7772816832882905,1.9543769416468377,1.6626992350416718,141.87933190741614,126.01577909620511,25.96418567829306,23.96414394737959,23.079994080602,27.24559546338335,124.78815720390477
1.9092484123462836,1.8422410256414732,1.3968499682166278,1.8828113525346752,173.08209649807299,198.12970904972468,24.02800634101411,24.31192497345875,29.851340952118356,34.52805997549838,152.71696061132258
0.6327387530778792,0.7939742936287177,0.5678409333658071,0.9879954961448965,125.65300624442477,165.41746014740744,29.05455800839063,21.154692005974493,21.133754207811005,34.271348312683486,112.62298458691436
1.083015934534223,0.9070235476608439,1.743106263727894,1.0351299900403839,119.809763275974,156.533025457161,24.459361854610005,21.38100479123713,28.985668807255724,29.354731674353992,106.63127733826785
